Start date:,01/14/2025,Start time:,16:38:40.280
Reading #,Reading
9416,+1.89057885E+00
9417,+1.89046671E+00
9418,+1.89036656E+00
9419,+1.89069751E+00
9420,+1.89091372E+00
9421,+1.89038768E+00
9422,+1.89076610E+00
9423,+1.89010680E+00
9424,+1.89081487E+00
9425,+1.89032040E+00
9426,+1.89048522E+00
9427,+1.89040750E+00
9428,+1.89070142E+00
9429,+1.89052356E+00
9430,+1.89041272E+00
9431,+1.89062631E+00
9432,+1.89090980E+00
9433,+1.89076741E+00
9434,+1.89062370E+00
9435,+1.89091241E+00
9436,+1.89076741E+00
9437,+1.89048392E+00
9438,+1.89098230E+00
9439,+1.89117478E+00
9440,+1.89098100E+00
9441,+1.89022155E+00
9442,+1.89022416E+00
9443,+1.89041402E+00
9444,+1.89088998E+00
9445,+1.89083599E+00
9446,+1.89069621E+00
9447,+1.89055381E+00
9448,+1.89041141E+00
9449,+1.89055381E+00
9450,+1.89090850E+00
9451,+1.89086234E+00
9452,+1.89067639E+00
9453,+1.89058015E+00
9454,+1.89048522E+00
9455,+1.89071864E+00
9456,+1.89098230E+00
9457,+1.89121702E+00
9458,+1.89139098E+00
9459,+1.89050635E+00
9460,+1.89079114E+00
9461,+1.89053269E+00
9462,+1.89047609E+00
9463,+1.89067117E+00
9464,+1.89058276E+00
9465,+1.89048653E+00
9466,+1.89043645E+00
9467,+1.89059867E+00
9468,+1.89050895E+00
9469,+1.89065135E+00
9470,+1.89057754E+00
9471,+1.89086886E+00
9472,+1.89083991E+00
9473,+1.89069099E+00
9474,+1.89057754E+00
9475,+1.89071864E+00
9476,+1.89060128E+00
9477,+1.89048000E+00
9478,+1.89070012E+00
9479,+1.89102586E+00
9480,+1.89088607E+00
9481,+1.89076871E+00
9482,+1.89084121E+00
9483,+1.89093093E+00
9484,+1.89079375E+00
9485,+1.89064874E+00
9486,+1.89062240E+00
9487,+1.89090589E+00
9488,+1.89079375E+00
9489,+1.89076480E+00
9490,+1.89057233E+00
9491,+1.89074498E+00
9492,+1.89067639E+00
9493,+1.89052747E+00
9494,+1.89053138E+00
9495,+1.89071864E+00
9496,+1.89057624E+00
9497,+1.89074889E+00
9498,+1.89064744E+00
9499,+1.89062501E+00
9500,+1.89046149E+00
9501,+1.89060128E+00
9502,+1.89069621E+00
9503,+1.89100734E+00
9504,+1.89088607E+00
9505,+1.89067508E+00
9506,+1.89050635E+00
9507,+1.89090850E+00
9508,+1.89067247E+00
9509,+1.89083469E+00
9510,+1.89071864E+00
9511,+1.89053138E+00
9512,+1.89050504E+00
9513,+1.89081096E+00
9514,+1.89057624E+00
9515,+1.89067508E+00
9516,+1.89079114E+00
9517,+1.89109966E+00
9518,+1.89097709E+00
9519,+1.89029405E+00
9520,+1.89091502E+00
9521,+1.89090980E+00
9522,+1.89078723E+00
9523,+1.89064483E+00
9524,+1.89055642E+00
9525,+1.89083599E+00
9526,+1.89114713E+00
9527,+1.89096118E+00
9528,+1.89083991E+00
9529,+1.89069882E+00
9530,+1.89054990E+00
9531,+1.89090719E+00
9532,+1.89109575E+00
9533,+1.89095857E+00
9534,+1.89084252E+00
9535,+1.89069490E+00
9536,+1.89055251E+00
9537,+1.89067247E+00
9538,+1.89071864E+00
9539,+1.89043384E+00
9540,+1.89041011E+00
9541,+1.89085973E+00
9542,+1.89105350E+00
9543,+1.89092832E+00
9544,+1.89079505E+00
9545,+1.89064874E+00
9546,+1.89079244E+00
9547,+1.89114974E+00
9548,+1.89107593E+00
9549,+1.89091111E+00
9550,+1.89097709E+00
9551,+1.89109706E+00
9552,+1.89095727E+00
9553,+1.89078983E+00
9554,+1.89070142E+00
9555,+1.89064744E+00
9556,+1.89088476E+00
9557,+1.89069621E+00
9558,+1.89069490E+00
9559,+1.89100604E+00
9560,+1.89119460E+00
9561,+1.89053138E+00
9562,+1.89053399E+00
9563,+1.89091241E+00
9564,+1.89109575E+00
9565,+1.89065396E+00
9566,+1.89114843E+00
9567,+1.89108245E+00
9568,+1.89090850E+00
9569,+1.89076741E+00
9570,+1.89065005E+00
9571,+1.89095727E+00
9572,+1.89081226E+00
9573,+1.89064352E+00
9574,+1.89090980E+00
9575,+1.89119981E+00
9576,+1.89107071E+00
9577,+1.89093093E+00
9578,+1.89079375E+00
9579,+1.89064613E+00
9580,+1.89073976E+00
9581,+1.89090980E+00
9582,+1.89083991E+00
9583,+1.89097970E+00
9584,+1.89091241E+00
9585,+1.89079636E+00
9586,+1.89062501E+00
9587,+1.89088737E+00
9588,+1.89067117E+00
9589,+1.89095335E+00
9590,+1.89114452E+00
9591,+1.89112470E+00
9592,+1.89100734E+00
9593,+1.89085842E+00
9594,+1.89071864E+00
9595,+1.89093353E+00
9596,+1.89084121E+00
9597,+1.89074367E+00
9598,+1.89083991E+00
9599,+1.89074367E+00
9600,+1.89088868E+00
9601,+1.89129083E+00
9602,+1.89117478E+00
9603,+1.89100734E+00
9604,+1.89093093E+00
9605,+1.89124336E+00
9606,+1.89112470E+00
9607,+1.89039029E+00
9608,+1.89090458E+00
9609,+1.89114843E+00
9610,+1.89102847E+00
9611,+1.89074367E+00
9612,+1.89081357E+00
9613,+1.89074498E+00
9614,+1.89100473E+00
9615,+1.89110488E+00
9616,+1.89103238E+00
9617,+1.89086234E+00
9618,+1.89154928E+00
9619,+1.89131587E+00
9620,+1.89121963E+00
9621,+1.89110097E+00
9622,+1.89097839E+00
9623,+1.89129213E+00
9624,+1.89114452E+00
9625,+1.89095596E+00
9626,+1.89086234E+00
9627,+1.89077654E+00
9628,+1.89071342E+00
9629,+1.89109966E+00
9630,+1.89093353E+00
9631,+1.89081487E+00
9632,+1.89121963E+00
9633,+1.89084121E+00
9634,+1.89100473E+00
9635,+1.89083469E+00
9636,+1.89114843E+00
9637,+1.89174827E+00
9638,+1.89145435E+00
9639,+1.89131326E+00
9640,+1.89119981E+00
9641,+1.89102847E+00
9642,+1.89093484E+00
9643,+1.89126188E+00
9644,+1.89114843E+00
9645,+1.89096118E+00
9646,+1.89086495E+00
9647,+1.89105089E+00
9648,+1.89100865E+00
9649,+1.89091111E+00
9650,+1.89089259E+00
9651,+1.89078983E+00
9652,+1.89074106E+00
9653,+1.89074367E+00
9654,+1.89112861E+00
9655,+1.89092832E+00
9656,+1.89086495E+00
9657,+1.89113122E+00
9658,+1.89098361E+00
9659,+1.89095857E+00
9660,+1.89135942E+00
9661,+1.89131456E+00
9662,+1.89086234E+00
9663,+1.89093484E+00
9664,+1.89126318E+00
9665,+1.89126710E+00
9666,+1.89109706E+00
9667,+1.89100865E+00
9668,+1.89129213E+00
9669,+1.89102716E+00
9670,+1.89093614E+00
9671,+1.89114322E+00
9672,+1.89145696E+00
9673,+1.89127362E+00
9674,+1.89109836E+00
9675,+1.89090719E+00
9676,+1.89124467E+00
9677,+1.89119329E+00
9678,+1.89102455E+00
9679,+1.89124728E+00
9680,+1.89105220E+00
9681,+1.89095596E+00
9682,+1.89090980E+00
9683,+1.89124467E+00
9684,+1.89138185E+00
9685,+1.89126188E+00
9686,+1.89112340E+00
9687,+1.89097970E+00
9688,+1.89091372E+00
9689,+1.89126710E+00
9690,+1.89142931E+00
9691,+1.89095727E+00
9692,+1.89121702E+00
9693,+1.89076871E+00
9694,+1.89079636E+00
9695,+1.89095335E+00
9696,+1.89143192E+00
9697,+1.89136725E+00
9698,+1.89086234E+00
9699,+1.89143192E+00
9700,+1.89140689E+00
9701,+1.89119720E+00
9702,+1.89104829E+00
9703,+1.89095335E+00
9704,+1.89126710E+00
9705,+1.89114452E+00
9706,+1.89100343E+00
9707,+1.89110227E+00
9708,+1.89098361E+00
9709,+1.89100343E+00
9710,+1.89136725E+00
9711,+1.89143323E+00
9712,+1.89131065E+00
9713,+1.89117217E+00
9714,+1.89102586E+00
9715,+1.89084121E+00
9716,+1.89084382E+00
9717,+1.89086495E+00
9718,+1.89135942E+00
9719,+1.89138315E+00
9720,+1.89124206E+00
9721,+1.89109966E+00
9722,+1.89098100E+00
9723,+1.89100604E+00
9724,+1.89152946E+00
9725,+1.89141080E+00
9726,+1.89126971E+00
9727,+1.89110749E+00
9728,+1.89101125E+00
9729,+1.89125927E+00
9730,+1.89117738E+00
9731,+1.89097970E+00
9732,+1.89131195E+00
9733,+1.89152424E+00
9734,+1.89143453E+00
9735,+1.89160197E+00
9736,+1.89143453E+00
9737,+1.89126449E+00
9738,+1.89117347E+00
9739,+1.89097970E+00
9740,+1.89072646E+00
9741,+1.89088737E+00
9742,+1.89138185E+00
9743,+1.89138707E+00
9744,+1.89126971E+00
9745,+1.89114843E+00
9746,+1.89100343E+00
9747,+1.89124076E+00
9748,+1.89155189E+00
9749,+1.89139098E+00
9750,+1.89124597E+00
9751,+1.89150703E+00
9752,+1.89140428E+00
9753,+1.89132109E+00
9754,+1.89114974E+00
9755,+1.89103107E+00
9756,+1.89117347E+00
9757,+1.89122224E+00
9758,+1.89155320E+00
9759,+1.89141210E+00
9760,+1.89129474E+00
9761,+1.89107854E+00
9762,+1.89136594E+00
9763,+1.89124336E+00
9764,+1.89110619E+00
9765,+1.89076480E+00
9766,+1.89116956E+00
9767,+1.89150312E+00
9768,+1.89136464E+00
9769,+1.89124989E+00
9770,+1.89109836E+00
9771,+1.89124728E+00
9772,+1.89112209E+00
9773,+1.89103238E+00
9774,+1.89104568E+00
9775,+1.89122224E+00
9776,+1.89143584E+00
9777,+1.89109836E+00
9778,+1.89098361E+00
9779,+1.89031257E+00
9780,+1.88998162E+00
9781,+1.88969682E+00
9782,+1.88953200E+00
9783,+1.88943968E+00
9784,+1.88934214E+00
9785,+1.88931710E+00
9786,+1.88927485E+00
9787,+1.88922347E+00
9788,+1.88920104E+00
9789,+1.88917992E+00
9790,+1.88912724E+00
9791,+1.88913245E+00
9792,+1.88908368E+00
9793,+1.88905865E+00
9794,+1.88903100E+00
9795,+1.88905995E+00
9796,+1.88901249E+00
9797,+1.88901379E+00
9798,+1.88903622E+00
9799,+1.88901379E+00
9800,+1.88900857E+00
9801,+1.88900857E+00
9802,+1.88893737E+00
9803,+1.88891886E+00
9804,+1.88893868E+00
9805,+1.88894129E+00
9806,+1.88886487E+00
9807,+1.88888600E+00
9808,+1.88886748E+00
9809,+1.88886878E+00
9810,+1.88883983E+00
9811,+1.88886748E+00
9812,+1.88884636E+00
9813,+1.88889382E+00
9814,+1.88879106E+00
9815,+1.88881610E+00
9816,+1.88879628E+00
9817,+1.88882393E+00
9818,+1.88874621E+00
9819,+1.88876864E+00
9820,+1.88879759E+00
9821,+1.88874882E+00
9822,+1.88870135E+00
9823,+1.88877125E+00
9824,+1.88872378E+00
9825,+1.88872508E+00
9826,+1.88869613E+00
9827,+1.88870005E+00
9828,+1.88872639E+00
9829,+1.88870918E+00
9830,+1.88867762E+00
9831,+1.88873030E+00
9832,+1.88867240E+00
9833,+1.88867892E+00
9834,+1.88870135E+00
9835,+1.88865780E+00
9836,+1.88863407E+00
9837,+1.88863015E+00
9838,+1.88863015E+00
9839,+1.88863146E+00
9840,+1.88862494E+00
9841,+1.88863537E+00
9842,+1.88858269E+00
9843,+1.88858530E+00
9844,+1.88860903E+00
9845,+1.88858530E+00
9846,+1.88857877E+00
9847,+1.88860512E+00
9848,+1.88863276E+00
9849,+1.88854174E+00
9850,+1.88858138E+00
9851,+1.88858399E+00
9852,+1.88858399E+00
9853,+1.88856287E+00
9854,+1.88853392E+00
9855,+1.88855504E+00
9856,+1.88856026E+00
9857,+1.88853261E+00
9858,+1.88851018E+00
9859,+1.88855765E+00
9860,+1.88848254E+00
9861,+1.88851018E+00
9862,+1.88851540E+00
9863,+1.88848384E+00
9864,+1.88851279E+00
9865,+1.88848906E+00
9866,+1.88846011E+00
9867,+1.89145696E+00
9868,+1.90036457E+00
9869,+1.90271281E+00
9870,+1.90261788E+00
9871,+1.90114775E+00
9872,+1.89945881E+00
9873,+1.89827478E+00
9874,+1.89665313E+00
9875,+1.89577632E+00
9876,+1.89480197E+00
9877,+1.89406887E+00
9878,+1.89316311E+00
9879,+1.89268715E+00
9880,+1.89288093E+00
9881,+1.89226257E+00
9882,+1.89255128E+00
9883,+1.89209514E+00
9884,+1.89199499E+00
9885,+1.89209644E+00
9886,+1.89179444E+00
9887,+1.89178661E+00
9888,+1.89202785E+00
9889,+1.89176809E+00
9890,+1.89152685E+00
9891,+1.89153077E+00
9892,+1.89154537E+00
9893,+1.89160197E+00
9894,+1.89145957E+00
9895,+1.89133569E+00
9896,+1.89186172E+00
9897,+1.89169037E+00
9898,+1.89145566E+00
9899,+1.89135812E+00
9900,+1.89169690E+00
9901,+1.89176549E+00
9902,+1.89152685E+00
9903,+1.89131848E+00
9904,+1.89152946E+00
9905,+1.89142931E+00
9906,+1.89131456E+00
9907,+1.89157171E+00
9908,+1.89138707E+00
9909,+1.89138576E+00
9910,+1.89160588E+00
9911,+1.89176679E+00
9912,+1.89183668E+00
9913,+1.89164421E+00
9914,+1.89147808E+00
9915,+1.89128822E+00
9916,+1.89135942E+00
9917,+1.89150051E+00
9918,+1.89138576E+00
9919,+1.89152816E+00
9920,+1.89141210E+00
9921,+1.89133960E+00
9922,+1.89119460E+00
9923,+1.89181295E+00
9924,+1.89136072E+00
9925,+1.89171541E+00
9926,+1.89171280E+00
9927,+1.89150443E+00
9928,+1.89138054E+00
9929,+1.89126710E+00
9930,+1.89140689E+00
9931,+1.89176288E+00
9932,+1.89160066E+00
9933,+1.89145435E+00
9934,+1.89138576E+00
9935,+1.89123815E+00
9936,+1.89171541E+00
9937,+1.89173784E+00
9938,+1.89157301E+00
9939,+1.89138837E+00
9940,+1.89123815E+00
9941,+1.89119851E+00
9942,+1.89157693E+00
9943,+1.89143323E+00
9944,+1.89138837E+00
9945,+1.89154798E+00
9946,+1.89143192E+00
9947,+1.89131717E+00
9948,+1.89138576E+00
9949,+1.89147678E+00
9950,+1.89138707E+00
9951,+1.89119199E+00
9952,+1.89131456E+00
9953,+1.89136725E+00
9954,+1.89174175E+00
9955,+1.89162178E+00
9956,+1.89138446E+00
9957,+1.89138446E+00
9958,+1.89169168E+00
9959,+1.89173914E+00
9960,+1.89157171E+00
9961,+1.89140689E+00
9962,+1.89155059E+00
9963,+1.89150312E+00
9964,+1.89140689E+00
9965,+1.89133830E+00
9966,+1.89147939E+00
9967,+1.89136464E+00
9968,+1.89171932E+00
9969,+1.89147808E+00
9970,+1.89185520E+00
9971,+1.89162048E+00
9972,+1.89153077E+00
9973,+1.89140689E+00
9974,+1.89134351E+00
9975,+1.89169298E+00
9976,+1.89178531E+00
9977,+1.89166534E+00
9978,+1.89147939E+00
9979,+1.89140949E+00
9980,+1.89134090E+00
9981,+1.89148461E+00
9982,+1.89143584E+00
9983,+1.89131195E+00
9984,+1.89152685E+00
9985,+1.89140819E+00
9986,+1.89205289E+00
9987,+1.89188806E+00
9988,+1.89126579E+00
9989,+1.89164291E+00
9990,+1.89128692E+00
9991,+1.89188284E+00
9992,+1.89171411E+00
9993,+1.89126840E+00
9994,+1.89181295E+00
9995,+1.89114713E+00
9996,+1.89133830E+00
9997,+1.89176288E+00
9998,+1.89174175E+00
9999,+1.89162048E+00
10000,+1.89150703E+00
10001,+1.89133699E+00
10002,+1.89167447E+00
10003,+1.89188284E+00
10004,+1.89171802E+00
10005,+1.89155450E+00
10006,+1.89193161E+00
10007,+1.89174306E+00
10008,+1.89162309E+00
10009,+1.89140558E+00
10010,+1.89143192E+00
10011,+1.89160457E+00
10012,+1.89145566E+00
10013,+1.89152555E+00
10014,+1.89226257E+00
10015,+1.89154798E+00
10016,+1.89188676E+00
10017,+1.89188415E+00
10018,+1.89173914E+00
10019,+1.89181034E+00
10020,+1.89143453E+00
10021,+1.89162439E+00
10022,+1.89152816E+00
10023,+1.89172193E+00
10024,+1.89157562E+00
10025,+1.89148330E+00
10026,+1.89183538E+00
10027,+1.89169690E+00
10028,+1.89154928E+00
10029,+1.89150182E+00
10030,+1.89183668E+00
10031,+1.89193161E+00
10032,+1.89179444E+00
10033,+1.89161918E+00
10034,+1.89150703E+00
10035,+1.89135942E+00
10036,+1.89174567E+00
10037,+1.89211887E+00
10038,+1.89169298E+00
10039,+1.89204506E+00
10040,+1.89186433E+00
10041,+1.89135942E+00
10042,+1.89160066E+00
10043,+1.89155189E+00
10044,+1.89176549E+00
10045,+1.89167316E+00
10046,+1.89150182E+00
10047,+1.89160066E+00
10048,+1.89197517E+00
10049,+1.89188676E+00
10050,+1.89176288E+00
10051,+1.89159675E+00
10052,+1.89179313E+00
10053,+1.89159675E+00
10054,+1.89150182E+00
10055,+1.89138576E+00
10056,+1.89171541E+00
10057,+1.89237732E+00
10058,+1.89160066E+00
10059,+1.89195796E+00
10060,+1.89190658E+00
10061,+1.89176418E+00
10062,+1.89169950E+00
10063,+1.89152424E+00
10064,+1.89173914E+00
10065,+1.89157562E+00
10066,+1.89185781E+00
10067,+1.89187632E+00
10068,+1.89176809E+00
10069,+1.89193422E+00
10070,+1.89176027E+00
10071,+1.89108115E+00
10072,+1.89155320E+00
10073,+1.89148069E+00
10074,+1.89169559E+00
10075,+1.89162309E+00
10076,+1.89202785E+00
10077,+1.89183277E+00
10078,+1.89174175E+00
10079,+1.89155059E+00
10080,+1.89171932E+00
10081,+1.89157432E+00
10082,+1.89147939E+00
10083,+1.89181295E+00
10084,+1.89161918E+00
10085,+1.89150573E+00
10086,+1.89169950E+00
10087,+1.89200803E+00
10088,+1.89186303E+00
10089,+1.89181034E+00
10090,+1.89162439E+00
10091,+1.89157823E+00
10092,+1.89200412E+00
10093,+1.89197647E+00
10094,+1.89124728E+00
10095,+1.89148069E+00
10096,+1.89200673E+00
10097,+1.89193553E+00
10098,+1.89179052E+00
10099,+1.89195535E+00
10100,+1.89180773E+00
10101,+1.89171411E+00
10102,+1.89157562E+00
10103,+1.89160197E+00
10104,+1.89202002E+00
10105,+1.89202394E+00
10106,+1.89158084E+00
10107,+1.89199760E+00
10108,+1.89205028E+00
10109,+1.89188676E+00
10110,+1.89176549E+00
10111,+1.89160197E+00
10112,+1.89176418E+00
10113,+1.89214782E+00
10114,+1.89205419E+00
10115,+1.89221771E+00
10116,+1.89205028E+00
10117,+1.89190919E+00
10118,+1.89171672E+00
10119,+1.89216372E+00
10120,+1.89203176E+00
10121,+1.89127232E+00
10122,+1.89180904E+00
10123,+1.89195926E+00
10124,+1.89153207E+00
10125,+1.89209644E+00
10126,+1.89208053E+00
10127,+1.89188154E+00
10128,+1.89174045E+00
10129,+1.89160066E+00
10130,+1.89183668E+00
10131,+1.89221380E+00
10132,+1.89204897E+00
10133,+1.89188545E+00
10134,+1.89205028E+00
10135,+1.89207271E+00
10136,+1.89195143E+00
10137,+1.89179052E+00
10138,+1.89167447E+00
10139,+1.89174306E+00
10140,+1.89178531E+00
10141,+1.89164160E+00
10142,+1.89181556E+00
10143,+1.89180773E+00
10144,+1.89223884E+00
10145,+1.89200673E+00
10146,+1.89207792E+00
10147,+1.89195143E+00
10148,+1.89176288E+00
10149,+1.89192901E+00
10150,+1.89160457E+00
10151,+1.89193031E+00
10152,+1.89195274E+00
10153,+1.89188154E+00
10154,+1.89178922E+00
10155,+1.89169820E+00
10156,+1.89181556E+00
10157,+1.89181556E+00
10158,+1.89176679E+00
10159,+1.89188154E+00
10160,+1.89228369E+00
10161,+1.89208184E+00
10162,+1.89192770E+00
10163,+1.89183408E+00
10164,+1.89166534E+00
10165,+1.89209644E+00
10166,+1.89219137E+00
10167,+1.89168777E+00
10168,+1.89176549E+00
10169,+1.89157432E+00
10170,+1.89212278E+00
10171,+1.89195796E+00
10172,+1.89186042E+00
10173,+1.89169820E+00
10174,+1.89190397E+00
10175,+1.89226126E+00
10176,+1.89212409E+00
10177,+1.89200542E+00
10178,+1.89181295E+00
10179,+1.89176288E+00
10180,+1.89219007E+00
10181,+1.89223492E+00
10182,+1.89207923E+00
10183,+1.89191310E+00
10184,+1.89212278E+00
10185,+1.89195796E+00
10186,+1.89183147E+00
10187,+1.89178922E+00
10188,+1.89183799E+00
10189,+1.89169429E+00
10190,+1.89180904E+00
10191,+1.89181295E+00
10192,+1.89190527E+00
10193,+1.89181295E+00
10194,+1.89172063E+00
10195,+1.89197256E+00
10196,+1.89164943E+00
10197,+1.89162439E+00
10198,+1.89171280E+00
10199,+1.89243000E+00
10200,+1.89178791E+00
10201,+1.89205419E+00
10202,+1.89221119E+00
10203,+1.89176549E+00
10204,+1.89191180E+00
10205,+1.89178791E+00
10206,+1.89174045E+00
10207,+1.89215304E+00
10208,+1.89226387E+00
10209,+1.89216633E+00
10210,+1.89190527E+00
10211,+1.89234159E+00
10212,+1.89219920E+00
10213,+1.89203046E+00
10214,+1.89185781E+00
10215,+1.89179444E+00
10216,+1.89210035E+00
10217,+1.89191310E+00
10218,+1.89197517E+00
10219,+1.89214260E+00
10220,+1.89200412E+00
10221,+1.89185520E+00
10222,+1.89173654E+00
10223,+1.89211887E+00
10224,+1.89218876E+00
10225,+1.89226648E+00
10226,+1.89212409E+00
10227,+1.89193422E+00
10228,+1.89186172E+00
10229,+1.89202394E+00
10230,+1.89195796E+00
10231,+1.89193031E+00
10232,+1.89233638E+00
10233,+1.89228500E+00
10234,+1.89251841E+00
10235,+1.89236011E+00
10236,+1.89224145E+00
10237,+1.89207532E+00
10238,+1.89226387E+00
10239,+1.89209644E+00
10240,+1.89155059E+00
10241,+1.89205289E+00
10242,+1.89219528E+00
10243,+1.89209644E+00
10244,+1.89202915E+00
10245,+1.89183538E+00
10246,+1.89199760E+00
10247,+1.89192640E+00
10248,+1.89190527E+00
10249,+1.89209774E+00
10250,+1.89197908E+00
10251,+1.89180773E+00
10252,+1.89224536E+00
10253,+1.89240757E+00
10254,+1.89228369E+00
10255,+1.89214521E+00
10256,+1.89212539E+00
10257,+1.89195796E+00
10258,+1.89219137E+00
10259,+1.89200412E+00
10260,+1.89188024E+00
10261,+1.89200020E+00
10262,+1.89207662E+00
10263,+1.89195274E+00
10264,+1.89212148E+00
10265,+1.89285328E+00
10266,+1.89221119E+00
10267,+1.89230743E+00
10268,+1.89218876E+00
10269,+1.89178400E+00
10270,+1.89214651E+00
10271,+1.89224275E+00
10272,+1.89207271E+00
10273,+1.89202524E+00
10274,+1.89188676E+00
10275,+1.89226257E+00
10276,+1.89243261E+00
10277,+1.89227040E+00
10278,+1.89231395E+00
10279,+1.89193161E+00
10280,+1.89214260E+00
10281,+1.89249990E+00
10282,+1.89273983E+00
10283,+1.89250381E+00
10284,+1.89233377E+00
10285,+1.89221380E+00
10286,+1.89223623E+00
10287,+1.89210035E+00
10288,+1.89195665E+00
10289,+1.89200281E+00
10290,+1.89214651E+00
10291,+1.89240888E+00
10292,+1.89224145E+00
10293,+1.89207271E+00
10294,+1.89202655E+00
10295,+1.89219007E+00
10296,+1.89207532E+00
10297,+1.89205158E+00
10298,+1.89228108E+00
10299,+1.89214260E+00
10300,+1.89200151E+00
10301,+1.89188154E+00
10302,+1.89212409E+00
10303,+1.89195143E+00
10304,+1.89195535E+00
10305,+1.89223362E+00
10306,+1.89249990E+00
10307,+1.89197908E+00
10308,+1.89195535E+00
10309,+1.89223753E+00
10310,+1.89252624E+00
10311,+1.89235880E+00
10312,+1.89216503E+00
10313,+1.89205419E+00
10314,+1.89238515E+00
10315,+1.89252363E+00
10316,+1.89233638E+00
10317,+1.89221510E+00
10318,+1.89204637E+00
10319,+1.89202394E+00
10320,+1.89226518E+00
10321,+1.89216764E+00
10322,+1.89207010E+00
10323,+1.89205158E+00
10324,+1.89245243E+00
10325,+1.89283476E+00
10326,+1.89266994E+00
10327,+1.89197908E+00
10328,+1.89200803E+00
10329,+1.89193814E+00
10330,+1.89216894E+00
10331,+1.89240366E+00
10332,+1.89245113E+00
10333,+1.89231134E+00
10334,+1.89219789E+00
10335,+1.89252232E+00
10336,+1.89235489E+00
10337,+1.89224275E+00
10338,+1.89207401E+00
10339,+1.89214782E+00
10340,+1.89216633E+00
10341,+1.89217155E+00
10342,+1.89244852E+00
10343,+1.89195535E+00
10344,+1.89207532E+00
10345,+1.89200151E+00
10346,+1.89224405E+00
10347,+1.89302463E+00
10348,+1.89264229E+00
10349,+1.89207271E+00
10350,+1.89194883E+00
10351,+1.89207401E+00
10352,+1.89216242E+00
10353,+1.89249859E+00
10354,+1.89238254E+00
10355,+1.89222032E+00
10356,+1.89245765E+00
10357,+1.89228500E+00
10358,+1.89259352E+00
10359,+1.89250772E+00
10360,+1.89238384E+00
10361,+1.89254997E+00
10362,+1.89236011E+00
10363,+1.89224275E+00
10364,+1.89259744E+00
10365,+1.89247486E+00
10366,+1.89266081E+00
10367,+1.89249990E+00
10368,+1.89204637E+00
10369,+1.89214260E+00
10370,+1.89209774E+00
10371,+1.89245374E+00
10372,+1.89233377E+00
10373,+1.89220989E+00
10374,+1.89209383E+00
10375,+1.89238515E+00
10376,+1.89259222E+00
10377,+1.89252624E+00
10378,+1.89235880E+00
10379,+1.89221510E+00
10380,+1.89212148E+00
10381,+1.89207010E+00
10382,+1.89236272E+00
10383,+1.89262508E+00
10384,+1.89250381E+00
10385,+1.89230743E+00
10386,+1.89219268E+00
10387,+1.89233377E+00
10388,+1.89216764E+00
10389,+1.89221249E+00
10390,+1.89250642E+00
10391,+1.89264099E+00
10392,+1.89250642E+00
10393,+1.89228108E+00
10394,+1.89228761E+00
10395,+1.89171019E+00
10396,+1.89257892E+00
10397,+1.89212669E+00
10398,+1.89259744E+00
10399,+1.89259352E+00
10400,+1.89247877E+00
10401,+1.89231656E+00
10402,+1.89221510E+00
10403,+1.89228630E+00
10404,+1.89259091E+00
10405,+1.89261726E+00
10406,+1.89245374E+00
10407,+1.89233898E+00
10408,+1.89221771E+00
10409,+1.89233377E+00
10410,+1.89262117E+00
10411,+1.89261465E+00
10412,+1.89245243E+00
10413,+1.89236141E+00
10414,+1.89271219E+00
10415,+1.89254736E+00
10416,+1.89273983E+00
10417,+1.89254606E+00
10418,+1.89252363E+00
10419,+1.89278469E+00
10420,+1.89261726E+00
10421,+1.89248008E+00
10422,+1.89264621E+00
10423,+1.89233768E+00
10424,+1.89225735E+00
10425,+1.89248008E+00
10426,+1.89238254E+00
10427,+1.89233377E+00
10428,+1.89224275E+00
10429,+1.89240497E+00
10430,+1.89240497E+00
10431,+1.89231395E+00
10432,+1.89235750E+00
10433,+1.89274114E+00
10434,+1.89269237E+00
10435,+1.89249729E+00
10436,+1.89271219E+00
10437,+1.89268845E+00
10438,+1.89247486E+00
10439,+1.89266733E+00
10440,+1.89250120E+00
10441,+1.89235750E+00
10442,+1.89233638E+00
10443,+1.89226779E+00
10444,+1.89279252E+00
10445,+1.89268454E+00
10446,+1.89192901E+00
10447,+1.89221771E+00
10448,+1.89233507E+00
10449,+1.89221380E+00
10450,+1.89228630E+00
10451,+1.89276096E+00
10452,+1.89269628E+00
10453,+1.89253015E+00
10454,+1.89269106E+00
10455,+1.89271219E+00
10456,+1.89260396E+00
10457,+1.89243131E+00
10458,+1.89235750E+00
10459,+1.89280973E+00
10460,+1.89273331E+00
10461,+1.89261726E+00
10462,+1.89254736E+00
10463,+1.89236011E+00
10464,+1.89276487E+00
10465,+1.89240627E+00
10466,+1.89288353E+00
10467,+1.89207662E+00
10468,+1.89250120E+00
10469,+1.89243652E+00
10470,+1.89228761E+00
10471,+1.89224014E+00
10472,+1.89278599E+00
10473,+1.89231656E+00
10474,+1.89274114E+00
10475,+1.89283476E+00
10476,+1.89228891E+00
10477,+1.89243131E+00
10478,+1.89288745E+00
10479,+1.89269367E+00
10480,+1.89257240E+00
10481,+1.89240236E+00
10482,+1.89271740E+00
10483,+1.89256849E+00
10484,+1.89242870E+00
10485,+1.89228761E+00
10486,+1.89259874E+00
10487,+1.89259352E+00
10488,+1.89247747E+00
10489,+1.89247616E+00
